"","Country","Indicator","Sex","Time","Value"
"1331","Slovak Republic","Length of paid father-specific leave","Men",1985,0
"1332","Slovak Republic","Length of paid father-specific leave","Men",1990,0
"1333","Slovak Republic","Length of paid father-specific leave","Men",1995,0
"1334","Slovak Republic","Length of paid father-specific leave","Men",2000,0
"1335","Slovak Republic","Length of paid father-specific leave","Men",2005,0
"1336","Slovak Republic","Length of paid father-specific leave","Men",2006,0
"1337","Slovak Republic","Length of paid father-specific leave","Men",2007,0
"1338","Slovak Republic","Length of paid father-specific leave","Men",2008,0
"1339","Slovak Republic","Length of paid father-specific leave","Men",2009,0
"1340","Slovak Republic","Length of paid father-specific leave","Men",2010,0
"1341","Slovak Republic","Length of paid father-specific leave","Men",2011,0
"1342","Spain","Length of maternity leave","Women",1970,12
"1343","Spain","Length of maternity leave","Women",1975,12
"1344","Spain","Length of maternity leave","Women",1980,14
"1345","Spain","Length of maternity leave","Women",1985,14
"1346","Spain","Length of maternity leave","Women",1990,16
"1347","Spain","Length of maternity leave","Women",1995,16
"1348","Spain","Length of maternity leave","Women",2000,16
"1349","Spain","Length of maternity leave","Women",2005,16
"1350","Spain","Length of maternity leave","Women",2006,16
"1351","Spain","Length of maternity leave","Women",2007,16
"1352","Spain","Length of maternity leave","Women",2008,16
"1353","Spain","Length of maternity leave","Women",2009,16
"1354","Spain","Length of maternity leave","Women",2010,16
"1355","Spain","Length of maternity leave","Women",2011,16
"1356","Spain","Length of parental leave with job protection","Women",1970,0
"1357","Spain","Length of parental leave with job protection","Women",1975,0
"1358","Spain","Length of parental leave with job protection","Women",1980,0
"1359","Spain","Length of parental leave with job protection","Women",1985,0
"1360","Spain","Length of parental leave with job protection","Women",1990,46
"1361","Spain","Length of parental leave with job protection","Women",1995,46
"1362","Spain","Length of parental leave with job protection","Women",2000,46
"1363","Spain","Length of parental leave with job protection","Women",2005,46
"1364","Spain","Length of parental leave with job protection","Women",2006,150
"1365","Spain","Length of parental leave with job protection","Women",2007,150
"1366","Spain","Length of parental leave with job protection","Women",2008,150
"1367","Spain","Length of parental leave with job protection","Women",2009,150
"1368","Spain","Length of parental leave with job protection","Women",2010,46
"1369","Spain","Length of parental leave with job protection","Women",2011,46
"1370","Spain","Total length of paid maternity and parental leave","Women",1970,12
"1371","Spain","Total length of paid maternity and parental leave","Women",1975,12
"1372","Spain","Total length of paid maternity and parental leave","Women",1980,14
"1373","Spain","Total length of paid maternity and parental leave","Women",1985,14
"1374","Spain","Total length of paid maternity and parental leave","Women",1990,16
"1375","Spain","Total length of paid maternity and parental leave","Women",1995,16
"1376","Spain","Total length of paid maternity and parental leave","Women",2000,16
"1377","Spain","Total length of paid maternity and parental leave","Women",2005,16
"1378","Spain","Total length of paid maternity and parental leave","Women",2006,16
"1379","Spain","Total length of paid maternity and parental leave","Women",2007,16
"1380","Spain","Total length of paid maternity and parental leave","Women",2008,16
"1381","Spain","Total length of paid maternity and parental leave","Women",2009,16
"1382","Spain","Total length of paid maternity and parental leave","Women",2010,16
"1383","Spain","Total length of paid maternity and parental leave","Women",2011,16
"1384","Spain","Length of paid father-specific leave","Men",1970,0.2
"1385","Spain","Length of paid father-specific leave","Men",1975,0.2
"1386","Spain","Length of paid father-specific leave","Men",1980,0.4
"1387","Spain","Length of paid father-specific leave","Men",1985,0.4
"1388","Spain","Length of paid father-specific leave","Men",1990,0.4
"1389","Spain","Length of paid father-specific leave","Men",1995,0.4
"1390","Spain","Length of paid father-specific leave","Men",2000,0.4
"1391","Spain","Length of paid father-specific leave","Men",2005,0.4
"1392","Spain","Length of paid father-specific leave","Men",2006,0.4
"1393","Spain","Length of paid father-specific leave","Men",2007,2.1
"1394","Spain","Length of paid father-specific leave","Men",2008,2.1
"1395","Spain","Length of paid father-specific leave","Men",2009,2.1
"1396","Spain","Length of paid father-specific leave","Men",2010,2.1
"1397","Spain","Length of paid father-specific leave","Men",2011,2.1
"1398","Sweden","Length of maternity leave","Women",1970,25.7
"1399","Sweden","Length of maternity leave","Women",1975,0
"1400","Sweden","Length of maternity leave","Women",1980,0
"1401","Sweden","Length of maternity leave","Women",1985,0
"1402","Sweden","Length of maternity leave","Women",1990,0
"1403","Sweden","Length of maternity leave","Women",1995,11.3
"1404","Sweden","Length of maternity leave","Women",2000,11.3
"1405","Sweden","Length of maternity leave","Women",2005,15.6
"1406","Sweden","Length of maternity leave","Women",2006,15.6
"1407","Sweden","Length of maternity leave","Women",2007,15.6
"1408","Sweden","Length of maternity leave","Women",2008,15.6
"1409","Sweden","Length of maternity leave","Women",2009,15.6
"1410","Sweden","Length of maternity leave","Women",2010,15.6
"1411","Sweden","Length of maternity leave","Women",2011,15.6
"1412","Sweden","Length of parental leave with job protection","Women",1970,0
"1413","Sweden","Length of parental leave with job protection","Women",1975,30
"1414","Sweden","Length of parental leave with job protection","Women",1980,78
"1415","Sweden","Length of parental leave with job protection","Women",1985,78
"1416","Sweden","Length of parental leave with job protection","Women",1990,78
"1417","Sweden","Length of parental leave with job protection","Women",1995,73.7
"1418","Sweden","Length of parental leave with job protection","Women",2000,73.7
"1419","Sweden","Length of parental leave with job protection","Women",2005,69.4
"1420","Sweden","Length of parental leave with job protection","Women",2006,69.4
"1421","Sweden","Length of parental leave with job protection","Women",2007,69.4
"1422","Sweden","Length of parental leave with job protection","Women",2008,69.4
"1423","Sweden","Length of parental leave with job protection","Women",2009,69.4
"1424","Sweden","Length of parental leave with job protection","Women",2010,69.4
"1425","Sweden","Length of parental leave with job protection","Women",2011,69.4
"1426","Sweden","Total length of paid maternity and parental leave","Women",1970,25.7
"1427","Sweden","Total length of paid maternity and parental leave","Women",1975,30
"1428","Sweden","Total length of paid maternity and parental leave","Women",1980,39
"1429","Sweden","Total length of paid maternity and parental leave","Women",1985,52
"1430","Sweden","Total length of paid maternity and parental leave","Women",1990,63
"1431","Sweden","Total length of paid maternity and parental leave","Women",1995,58.7
"1432","Sweden","Total length of paid maternity and parental leave","Women",2000,58.7
"1433","Sweden","Total length of paid maternity and parental leave","Women",2005,60
"1434","Sweden","Total length of paid maternity and parental leave","Women",2006,60
"1435","Sweden","Total length of paid maternity and parental leave","Women",2007,60
"1436","Sweden","Total length of paid maternity and parental leave","Women",2008,60
"1437","Sweden","Total length of paid maternity and parental leave","Women",2009,60
"1438","Sweden","Total length of paid maternity and parental leave","Women",2010,60
"1439","Sweden","Total length of paid maternity and parental leave","Women",2011,60
"1440","Sweden","Length of paid father-specific leave","Men",1970,0
"1441","Sweden","Length of paid father-specific leave","Men",1975,0
"1442","Sweden","Length of paid father-specific leave","Men",1980,1.4
"1443","Sweden","Length of paid father-specific leave","Men",1985,1.4
"1444","Sweden","Length of paid father-specific leave","Men",1990,1.4
"1445","Sweden","Length of paid father-specific leave","Men",1995,5.8
"1446","Sweden","Length of paid father-specific leave","Men",2000,5.8
"1447","Sweden","Length of paid father-specific leave","Men",2005,10
"1448","Sweden","Length of paid father-specific leave","Men",2006,10
"1449","Sweden","Length of paid father-specific leave","Men",2007,10
"1450","Sweden","Length of paid father-specific leave","Men",2008,10
"1451","Sweden","Length of paid father-specific leave","Men",2009,10
"1452","Sweden","Length of paid father-specific leave","Men",2010,10
"1453","Sweden","Length of paid father-specific leave","Men",2011,10
"1454","Switzerland","Length of maternity leave","Women",1970,8
"1455","Switzerland","Length of maternity leave","Women",1975,8
"1456","Switzerland","Length of maternity leave","Women",1980,8
"1457","Switzerland","Length of maternity leave","Women",1985,8
"1458","Switzerland","Length of maternity leave","Women",1990,8
"1459","Switzerland","Length of maternity leave","Women",1995,8
"1460","Switzerland","Length of maternity leave","Women",2000,8
"1461","Switzerland","Length of maternity leave","Women",2005,8
"1462","Switzerland","Length of maternity leave","Women",2006,14
"1463","Switzerland","Length of maternity leave","Women",2007,14
"1464","Switzerland","Length of maternity leave","Women",2008,14
"1465","Switzerland","Length of maternity leave","Women",2009,14
"1466","Switzerland","Length of maternity leave","Women",2010,14
"1467","Switzerland","Length of maternity leave","Women",2011,14
"1468","Switzerland","Length of parental leave with job protection","Women",1970,0
"1469","Switzerland","Length of parental leave with job protection","Women",1975,0
"1470","Switzerland","Length of parental leave with job protection","Women",1980,0
"1471","Switzerland","Length of parental leave with job protection","Women",1985,0
"1472","Switzerland","Length of parental leave with job protection","Women",1990,0
"1473","Switzerland","Length of parental leave with job protection","Women",1995,0
"1474","Switzerland","Length of parental leave with job protection","Women",2000,0
"1475","Switzerland","Length of parental leave with job protection","Women",2005,0
"1476","Switzerland","Length of parental leave with job protection","Women",2006,0
"1477","Switzerland","Length of parental leave with job protection","Women",2007,0
"1478","Switzerland","Length of parental leave with job protection","Women",2008,0
"1479","Switzerland","Length of parental leave with job protection","Women",2009,0
"1480","Switzerland","Length of parental leave with job protection","Women",2010,0
"1481","Switzerland","Length of parental leave with job protection","Women",2011,0
"1482","Switzerland","Total length of paid maternity and parental leave","Women",1970,0
"1483","Switzerland","Total length of paid maternity and parental leave","Women",1975,0
"1484","Switzerland","Total length of paid maternity and parental leave","Women",1980,0
"1485","Switzerland","Total length of paid maternity and parental leave","Women",1985,0
"1486","Switzerland","Total length of paid maternity and parental leave","Women",1990,0
"1487","Switzerland","Total length of paid maternity and parental leave","Women",1995,0
"1488","Switzerland","Total length of paid maternity and parental leave","Women",2000,0
"1489","Switzerland","Total length of paid maternity and parental leave","Women",2005,8
"1490","Switzerland","Total length of paid maternity and parental leave","Women",2006,14
"1491","Switzerland","Total length of paid maternity and parental leave","Women",2007,14
"1492","Switzerland","Total length of paid maternity and parental leave","Women",2008,14
"1493","Switzerland","Total length of paid maternity and parental leave","Women",2009,14
"1494","Switzerland","Total length of paid maternity and parental leave","Women",2010,14
"1495","Switzerland","Total length of paid maternity and parental leave","Women",2011,14
"1496","Switzerland","Length of paid father-specific leave","Men",1970,0
"1497","Switzerland","Length of paid father-specific leave","Men",1975,0
"1498","Switzerland","Length of paid father-specific leave","Men",1980,0
"1499","Switzerland","Length of paid father-specific leave","Men",1985,0
"1500","Switzerland","Length of paid father-specific leave","Men",1990,0
"1501","Switzerland","Length of paid father-specific leave","Men",1995,0
"1502","Switzerland","Length of paid father-specific leave","Men",2000,0
"1503","Switzerland","Length of paid father-specific leave","Men",2005,0
"1504","Switzerland","Length of paid father-specific leave","Men",2006,0
"1505","Switzerland","Length of paid father-specific leave","Men",2007,0
"1506","Switzerland","Length of paid father-specific leave","Men",2008,0
"1507","Switzerland","Length of paid father-specific leave","Men",2009,0
"1508","Switzerland","Length of paid father-specific leave","Men",2010,0
"1509","Switzerland","Length of paid father-specific leave","Men",2011,0
"1510","Turkey","Length of maternity leave","Women",1970,12
"1511","Turkey","Length of maternity leave","Women",1975,12
"1512","Turkey","Length of maternity leave","Women",1980,12
"1513","Turkey","Length of maternity leave","Women",1985,12
"1514","Turkey","Length of maternity leave","Women",1990,12
"1515","Turkey","Length of maternity leave","Women",1995,12
"1516","Turkey","Length of maternity leave","Women",2000,12
"1517","Turkey","Length of maternity leave","Women",2005,16
"1518","Turkey","Length of maternity leave","Women",2006,16
"1519","Turkey","Length of maternity leave","Women",2007,16
"1520","Turkey","Length of maternity leave","Women",2008,16
"1521","Turkey","Length of maternity leave","Women",2009,16
"1522","Turkey","Length of maternity leave","Women",2010,16
"1523","Turkey","Length of maternity leave","Women",2011,16
"1524","Turkey","Length of parental leave with job protection","Women",1970,0
"1525","Turkey","Length of parental leave with job protection","Women",1975,0
"1526","Turkey","Length of parental leave with job protection","Women",1980,0
"1527","Turkey","Length of parental leave with job protection","Women",1985,26
"1528","Turkey","Length of parental leave with job protection","Women",1990,26
"1529","Turkey","Length of parental leave with job protection","Women",1995,26
"1530","Turkey","Length of parental leave with job protection","Women",2000,26
"1531","Turkey","Length of parental leave with job protection","Women",2005,26
"1532","Turkey","Length of parental leave with job protection","Women",2006,26
"1533","Turkey","Length of parental leave with job protection","Women",2007,26
"1534","Turkey","Length of parental leave with job protection","Women",2008,26
"1535","Turkey","Length of parental leave with job protection","Women",2009,26
"1536","Turkey","Length of parental leave with job protection","Women",2010,26
"1537","Turkey","Length of parental leave with job protection","Women",2011,26
"1538","Turkey","Total length of paid maternity and parental leave","Women",1970,12
"1539","Turkey","Total length of paid maternity and parental leave","Women",1975,12
"1540","Turkey","Total length of paid maternity and parental leave","Women",1980,12
"1541","Turkey","Total length of paid maternity and parental leave","Women",1985,12
"1542","Turkey","Total length of paid maternity and parental leave","Women",1990,12
"1543","Turkey","Total length of paid maternity and parental leave","Women",1995,12
"1544","Turkey","Total length of paid maternity and parental leave","Women",2000,12
"1545","Turkey","Total length of paid maternity and parental leave","Women",2005,16
"1546","Turkey","Total length of paid maternity and parental leave","Women",2006,16
"1547","Turkey","Total length of paid maternity and parental leave","Women",2007,16
"1548","Turkey","Total length of paid maternity and parental leave","Women",2008,16
"1549","Turkey","Total length of paid maternity and parental leave","Women",2009,16
"1550","Turkey","Total length of paid maternity and parental leave","Women",2010,16
"1551","Turkey","Total length of paid maternity and parental leave","Women",2011,16
"1552","Turkey","Length of paid father-specific leave","Men",1970,0
"1553","Turkey","Length of paid father-specific leave","Men",1975,0
"1554","Turkey","Length of paid father-specific leave","Men",1980,0
"1555","Turkey","Length of paid father-specific leave","Men",1985,0
"1556","Turkey","Length of paid father-specific leave","Men",1990,0
"1557","Turkey","Length of paid father-specific leave","Men",1995,0
"1558","Turkey","Length of paid father-specific leave","Men",2000,0
"1559","Turkey","Length of paid father-specific leave","Men",2005,0
"1560","Turkey","Length of paid father-specific leave","Men",2006,0
"1561","Turkey","Length of paid father-specific leave","Men",2007,0
"1562","Turkey","Length of paid father-specific leave","Men",2008,0
"1563","Turkey","Length of paid father-specific leave","Men",2009,0
"1564","Turkey","Length of paid father-specific leave","Men",2010,0
"1565","Turkey","Length of paid father-specific leave","Men",2011,0
"1566","United Kingdom","Length of maternity leave","Women",1970,18
"1567","United Kingdom","Length of maternity leave","Women",1975,18
"1568","United Kingdom","Length of maternity leave","Women",1980,40
"1569","United Kingdom","Length of maternity leave","Women",1985,40
"1570","United Kingdom","Length of maternity leave","Women",1990,40
"1571","United Kingdom","Length of maternity leave","Women",1995,40
"1572","United Kingdom","Length of maternity leave","Women",2000,40
"1573","United Kingdom","Length of maternity leave","Women",2005,52
"1574","United Kingdom","Length of maternity leave","Women",2006,52
"1575","United Kingdom","Length of maternity leave","Women",2007,52
"1576","United Kingdom","Length of maternity leave","Women",2008,52
"1577","United Kingdom","Length of maternity leave","Women",2009,52
"1578","United Kingdom","Length of maternity leave","Women",2010,52
"1579","United Kingdom","Length of maternity leave","Women",2011,52
"1580","United Kingdom","Length of parental leave with job protection","Women",1970,0
"1581","United Kingdom","Length of parental leave with job protection","Women",1975,0
"1582","United Kingdom","Length of parental leave with job protection","Women",1980,0
"1583","United Kingdom","Length of parental leave with job protection","Women",1985,0
"1584","United Kingdom","Length of parental leave with job protection","Women",1990,0
"1585","United Kingdom","Length of parental leave with job protection","Women",1995,0
"1586","United Kingdom","Length of parental leave with job protection","Women",2000,13
"1587","United Kingdom","Length of parental leave with job protection","Women",2005,13
"1588","United Kingdom","Length of parental leave with job protection","Women",2006,13
"1589","United Kingdom","Length of parental leave with job protection","Women",2007,13
"1590","United Kingdom","Length of parental leave with job protection","Women",2008,13
"1591","United Kingdom","Length of parental leave with job protection","Women",2009,13
"1592","United Kingdom","Length of parental leave with job protection","Women",2010,13
"1593","United Kingdom","Length of parental leave with job protection","Women",2011,13
"1594","United Kingdom","Total length of paid maternity and parental leave","Women",1970,18
"1595","United Kingdom","Total length of paid maternity and parental leave","Women",1975,18
"1596","United Kingdom","Total length of paid maternity and parental leave","Women",1980,18
"1597","United Kingdom","Total length of paid maternity and parental leave","Women",1985,18
"1598","United Kingdom","Total length of paid maternity and parental leave","Women",1990,18
"1599","United Kingdom","Total length of paid maternity and parental leave","Women",1995,18
"1600","United Kingdom","Total length of paid maternity and parental leave","Women",2000,18
"1601","United Kingdom","Total length of paid maternity and parental leave","Women",2005,26
"1602","United Kingdom","Total length of paid maternity and parental leave","Women",2006,26
"1603","United Kingdom","Total length of paid maternity and parental leave","Women",2007,39
"1604","United Kingdom","Total length of paid maternity and parental leave","Women",2008,39
"1605","United Kingdom","Total length of paid maternity and parental leave","Women",2009,39
"1606","United Kingdom","Total length of paid maternity and parental leave","Women",2010,39
"1607","United Kingdom","Total length of paid maternity and parental leave","Women",2011,39
"1608","United Kingdom","Length of paid father-specific leave","Men",1970,0
"1609","United Kingdom","Length of paid father-specific leave","Men",1975,0
"1610","United Kingdom","Length of paid father-specific leave","Men",1980,0
"1611","United Kingdom","Length of paid father-specific leave","Men",1985,0
"1612","United Kingdom","Length of paid father-specific leave","Men",1990,0
"1613","United Kingdom","Length of paid father-specific leave","Men",1995,0
"1614","United Kingdom","Length of paid father-specific leave","Men",2000,0
"1615","United Kingdom","Length of paid father-specific leave","Men",2005,2
"1616","United Kingdom","Length of paid father-specific leave","Men",2006,2
"1617","United Kingdom","Length of paid father-specific leave","Men",2007,2
"1618","United Kingdom","Length of paid father-specific leave","Men",2008,2
"1619","United Kingdom","Length of paid father-specific leave","Men",2009,2
"1620","United Kingdom","Length of paid father-specific leave","Men",2010,2
"1621","United Kingdom","Length of paid father-specific leave","Men",2011,2
"1622","United States","Length of maternity leave","Women",1970,0
"1623","United States","Length of maternity leave","Women",1975,0
"1624","United States","Length of maternity leave","Women",1980,0
"1625","United States","Length of maternity leave","Women",1985,0
"1626","United States","Length of maternity leave","Women",1990,0
"1627","United States","Length of maternity leave","Women",1995,0
"1628","United States","Length of maternity leave","Women",2000,0
"1629","United States","Length of maternity leave","Women",2005,0
"1630","United States","Length of maternity leave","Women",2006,0
"1631","United States","Length of maternity leave","Women",2007,0
"1632","United States","Length of maternity leave","Women",2008,0
"1633","United States","Length of maternity leave","Women",2009,0
"1634","United States","Length of maternity leave","Women",2010,0
"1635","United States","Length of maternity leave","Women",2011,0
"1636","United States","Length of parental leave with job protection","Women",1970,0
"1637","United States","Length of parental leave with job protection","Women",1975,0
"1638","United States","Length of parental leave with job protection","Women",1980,0
"1639","United States","Length of parental leave with job protection","Women",1985,0
"1640","United States","Length of parental leave with job protection","Women",1990,0
"1641","United States","Length of parental leave with job protection","Women",1995,12
"1642","United States","Length of parental leave with job protection","Women",2000,12
"1643","United States","Length of parental leave with job protection","Women",2005,12
"1644","United States","Length of parental leave with job protection","Women",2006,12
"1645","United States","Length of parental leave with job protection","Women",2007,12
"1646","United States","Length of parental leave with job protection","Women",2008,12
"1647","United States","Length of parental leave with job protection","Women",2009,12
"1648","United States","Length of parental leave with job protection","Women",2010,12
"1649","United States","Length of parental leave with job protection","Women",2011,12
"1650","United States","Total length of paid maternity and parental leave","Women",1970,0
"1651","United States","Total length of paid maternity and parental leave","Women",1975,0
"1652","United States","Total length of paid maternity and parental leave","Women",1980,0
"1653","United States","Total length of paid maternity and parental leave","Women",1985,0
"1654","United States","Total length of paid maternity and parental leave","Women",1990,0
"1655","United States","Total length of paid maternity and parental leave","Women",1995,0
"1656","United States","Total length of paid maternity and parental leave","Women",2000,0
"1657","United States","Total length of paid maternity and parental leave","Women",2005,0
"1658","United States","Total length of paid maternity and parental leave","Women",2006,0
"1659","United States","Total length of paid maternity and parental leave","Women",2007,0
"1660","United States","Total length of paid maternity and parental leave","Women",2008,0
"1661","United States","Total length of paid maternity and parental leave","Women",2009,0
"1662","United States","Total length of paid maternity and parental leave","Women",2010,0
"1663","United States","Total length of paid maternity and parental leave","Women",2011,0
"1664","United States","Length of paid father-specific leave","Men",1970,0
"1665","United States","Length of paid father-specific leave","Men",1975,0
"1666","United States","Length of paid father-specific leave","Men",1980,0
"1667","United States","Length of paid father-specific leave","Men",1985,0
"1668","United States","Length of paid father-specific leave","Men",1990,0
"1669","United States","Length of paid father-specific leave","Men",1995,0
"1670","United States","Length of paid father-specific leave","Men",2000,0
"1671","United States","Length of paid father-specific leave","Men",2005,0
"1672","United States","Length of paid father-specific leave","Men",2006,0
"1673","United States","Length of paid father-specific leave","Men",2007,0
"1674","United States","Length of paid father-specific leave","Men",2008,0
"1675","United States","Length of paid father-specific leave","Men",2009,0
"1676","United States","Length of paid father-specific leave","Men",2010,0
"1677","United States","Length of paid father-specific leave","Men",2011,0
"1678","Sweden","Total length of paid maternity and parental leave","Women",2013,60
"1679","Canada","Total length of paid maternity and parental leave","Women",2013,52
"1680","United Kingdom","Length of maternity leave","Women",2013,52
"1681","Luxembourg","Total length of paid maternity and parental leave","Women",2013,42
"1682","Estonia","Length of maternity leave","Women",2012,20
"1683","Luxembourg","Length of maternity leave","Women",2012,16
"1684","Belgium","Length of parental leave with job protection","Women",2012,17.3
"1685","United States","Length of maternity leave","Women",2012,0
"1686","Korea","Length of maternity leave","Women",2012,12.9
"1687","Norway","Total length of paid maternity and parental leave","Women",2012,87
"1688","Poland","Length of maternity leave","Women",2013,26
"1689","Hungary","Total length of paid maternity and parental leave","Women",2013,160
"1690","Hungary","Total length of paid maternity and parental leave","Women",1970,162
"1691","Korea","Length of parental leave with job protection","Women",2012,52
"1692","Austria","Length of parental leave with job protection","Women",2012,87.3
"1693","Australia","Total length of paid maternity and parental leave","Women",2013,18
"1694","Spain","Length of parental leave with job protection","Women",2012,46
"1695","Belgium","Length of maternity leave","Women",2012,15
"1696","Greece","Length of maternity leave","Women",2012,43
"1697","Turkey","Length of parental leave with job protection","Women",2013,26
"1698","Italy","Length of maternity leave","Women",2012,21.7
"1699","Czech Republic","Total length of paid maternity and parental leave","Women",2012,110
"1700","Japan","Length of parental leave with job protection","Women",2012,44
"1701","Germany","Length of parental leave with job protection","Women",2012,148
"1702","Netherlands","Length of maternity leave","Women",2013,16
"1703","Ireland","Length of maternity leave","Women",2013,42
"1704","Korea","Total length of paid maternity and parental leave","Women",2013,64.9
"1705","Switzerland","Length of parental leave with job protection","Women",2013,0
"1706","Estonia","Total length of paid maternity and parental leave","Women",2013,166
"1707","Australia","Length of maternity leave","Women",2012,18
"1708","United States","Total length of paid maternity and parental leave","Women",2013,0
"1709","Turkey","Length of maternity leave","Women",2013,16
"1710","Greece","Total length of paid maternity and parental leave","Women",2013,43
"1711","United Kingdom","Length of parental leave with job protection","Women",2013,18
"1712","Hungary","Length of parental leave with job protection","Women",2013,136
"1713","Mexico","Length of parental leave with job protection","Women",2013,0
"1714","Iceland","Length of parental leave with job protection","Women",2013,26
"1715","Netherlands","Length of maternity leave","Women",2012,16
"1716","Slovenia","Total length of paid maternity and parental leave","Women",2013,52.1
"1717","Luxembourg","Length of parental leave with job protection","Women",2013,26
"1718","Italy","Total length of paid maternity and parental leave","Women",2013,47.7
"1719","Denmark","Length of parental leave with job protection","Women",2012,32
"1720","New Zealand","Length of maternity leave","Women",2012,14
"1721","Japan","Length of parental leave with job protection","Women",2013,44
"1722","United States","Length of parental leave with job protection","Women",2013,12
"1723","Ireland","Length of maternity leave","Women",2012,42
"1724","Austria","Length of parental leave with job protection","Women",2013,87.3
"1725","Sweden","Length of maternity leave","Women",2012,15.6
"1726","Slovak Republic","Length of parental leave with job protection","Women",2013,130
"1727","Australia","Length of parental leave with job protection","Women",2013,34
"1728","France","Length of parental leave with job protection","Women",2013,146
"1729","Canada","Length of maternity leave","Women",2012,17
"1730","Portugal","Length of maternity leave","Women",2012,6.4
"1731","Japan","Length of maternity leave","Women",2013,14
"1732","Slovenia","Length of parental leave with job protection","Women",2013,37.1
"1733","Switzerland","Total length of paid maternity and parental leave","Women",2012,14
"1734","Turkey","Total length of paid maternity and parental leave","Women",2012,16
"1735","Denmark","Length of maternity leave","Women",2013,18
"1736","Italy","Length of parental leave with job protection","Women",2013,26
"1737","Mexico","Total length of paid maternity and parental leave","Women",2012,12
"1738","Iceland","Total length of paid maternity and parental leave","Women",2012,26
"1739","United Kingdom","Length of parental leave with job protection","Women",2012,13
"1740","Finland","Length of maternity leave","Women",2012,17.5
"1741","Poland","Length of parental leave with job protection","Women",2012,156
"1742","Norway","Length of parental leave with job protection","Women",2013,78
"1743","Ireland","Length of parental leave with job protection","Women",2012,14
"1744","Netherlands","Length of parental leave with job protection","Women",2012,26
"1745","Austria","Total length of paid maternity and parental leave","Women",2012,60
"1746","Hungary","Length of maternity leave","Women",2012,24
"1747","Belgium","Length of maternity leave","Women",2013,15
"1748","Czech Republic","Length of parental leave with job protection","Women",2013,134
"1749","Japan","Total length of paid maternity and parental leave","Women",2012,58
"1750","Korea","Length of maternity leave","Women",2013,12.9
"1751","New Zealand","Total length of paid maternity and parental leave","Women",2013,14
"1752","Switzerland","Total length of paid maternity and parental leave","Women",2013,14
"1753","Spain","Length of maternity leave","Women",2012,16
"1754","Iceland","Total length of paid maternity and parental leave","Women",2013,26
"1755","Hungary","Length of parental leave with job protection","Women",2012,136
"1756","Germany","Length of maternity leave","Women",2013,14
"1757","United States","Length of parental leave with job protection","Women",2012,12
"1758","Hungary","Total length of paid maternity and parental leave","Women",1980,162
"1759","Mexico","Total length of paid maternity and parental leave","Women",2013,12
"1760","Finland","Length of maternity leave","Women",2013,17.5
"1761","Portugal","Total length of paid maternity and parental leave","Women",2013,30.1
"1762","Luxembourg","Total length of paid maternity and parental leave","Women",2012,42
"1763","Denmark","Total length of paid maternity and parental leave","Women",2012,50
"1764","Slovak Republic","Length of maternity leave","Women",2012,34
"1765","Spain","Total length of paid maternity and parental leave","Women",2013,16
"1766","Greece","Length of parental leave with job protection","Women",2012,17.3
"1767","Belgium","Total length of paid maternity and parental leave","Women",2013,32.3
"1768","Finland","Length of parental leave with job protection","Women",2013,143.5
"1769","Slovak Republic","Length of parental leave with job protection","Women",2012,130
"1770","Germany","Total length of paid maternity and parental leave","Women",2013,58
"1771","France","Length of parental leave with job protection","Women",2012,146
"1772","New Zealand","Length of parental leave with job protection","Women",2013,44
"1773","Japan","Length of maternity leave","Women",2012,14
"1774","Switzerland","Length of maternity leave","Women",2013,16
"1775","Ireland","Length of parental leave with job protection","Women",2013,18
"1776","Italy","Length of parental leave with job protection","Women",2012,26
"1777","Estonia","Length of parental leave with job protection","Women",2012,146
"1778","Luxembourg","Length of parental leave with job protection","Women",2012,26
"1779","Germany","Length of maternity leave","Women",2012,14
"1780","Slovenia","Length of parental leave with job protection","Women",2012,37.1
"1781","Austria","Length of maternity leave","Women",2012,16
"1782","United Kingdom","Length of maternity leave","Women",2012,52
"1783","Sweden","Length of parental leave with job protection","Women",2013,69.4
"1784","Japan","Total length of paid maternity and parental leave","Women",2013,58
"1785","United Kingdom","Total length of paid maternity and parental leave","Women",2013,39
"1786","Iceland","Length of maternity leave","Women",2013,13
"1787","Mexico","Length of maternity leave","Women",2013,12
"1788","Spain","Length of maternity leave","Women",2013,16
"1789","Canada","Length of parental leave with job protection","Women",2013,35
"1790","Portugal","Total length of paid maternity and parental leave","Women",2012,30.1
"1791","Finland","Total length of paid maternity and parental leave","Women",2013,161
"1792","Turkey","Length of parental leave with job protection","Women",2012,26
"1793","Slovak Republic","Total length of paid maternity and parental leave","Women",2012,164
"1794","Czech Republic","Length of maternity leave","Women",2013,28
"1795","Australia","Length of parental leave with job protection","Women",2012,34
"1796","France","Length of maternity leave","Women",2012,16
"1797","Norway","Length of parental leave with job protection","Women",2012,78
"1798","Slovenia","Length of maternity leave","Women",2012,15
"1799","Slovak Republic","Total length of paid maternity and parental leave","Women",2013,164
"1800","Turkey","Length of maternity leave","Women",2012,16
"1801","Denmark","Total length of paid maternity and parental leave","Women",2013,50
"1802","Finland","Total length of paid maternity and parental leave","Women",2012,159
"1803","Hungary","Total length of paid maternity and parental leave","Women",2012,160
"1804","Netherlands","Length of parental leave with job protection","Women",2013,26
"1805","Greece","Length of parental leave with job protection","Women",2013,17.3
"1806","United States","Total length of paid maternity and parental leave","Women",2012,0
